tau,clarabel,ecos,gurobi,mosek,qoco
0.0016095582806124205,0.166,0.078,0.0,0.011,0.277
0.0016293410974401964,0.166,0.078,0.0,0.011,0.279
0.0016493670616248314,0.167,0.078,0.0,0.011,0.279
0.0016696391616506058,0.17,0.079,0.0,0.014,0.281
0.0016901604227327752,0.174,0.079,0.0,0.016,0.283
0.0017109339072690151,0.174,0.079,0.0,0.017,0.284
0.0017319627152964279,0.174,0.079,0.0,0.018,0.287
0.001753249984954169,0.174,0.079,0.0,0.018,0.288
0.0017747988929517422,0.177,0.081,0.0,0.019,0.293
0.0017966126550430688,0.179,0.081,0.0,0.02,0.3
0.0018186945265063737,0.183,0.083,0.0,0.022,0.305
0.0018410478026299724,0.19,0.083,0.0,0.024,0.307
0.0018636758192040292,0.192,0.085,0.0,0.024,0.308
0.0018865819530183576,0.194,0.086,0.0,0.025,0.31
0.0019097696223663414,0.194,0.086,0.0,0.026,0.31
0.0019332422875550472,0.194,0.086,0.0,0.026,0.31
0.0019570034514216064,0.196,0.088,0.0,0.026,0.313
0.001981056659855953,0.199,0.09,0.0,0.026,0.313
0.0020054055023299663,0.203,0.091,0.0,0.026,0.319
0.0020300536124331367,0.207,0.092,0.0,0.026,0.322
0.0020550046684148122,0.208,0.093,0.0,0.026,0.328
0.002080262393733094,0.209,0.094,0.0,0.026,0.33
0.002105830557610499,0.211,0.094,0.0,0.026,0.333
0.002131712975596439,0.213,0.095,0.0,0.026,0.334
0.0021579135101366187,0.217,0.097,0.0,0.026,0.334
0.0021844360711494285,0.22,0.098,0.0,0.026,0.335
0.0022112846166094245,0.222,0.1,0.0,0.027,0.341
0.0022384631531379797,0.226,0.1,0.0,0.027,0.346
0.00226597573660119,0.227,0.1,0.0,0.028,0.351
0.002293826472715144,0.23,0.102,0.0,0.031,0.359
0.002322019517658606,0.232,0.104,0.0,0.032,0.364
0.0023505590786932536,0.232,0.106,0.001,0.032,0.368
0.0023794494147915263,0.234,0.111,0.003,0.033,0.37
0.0024086948372722015,0.238,0.113,0.005,0.033,0.373
0.002438299710443762,0.241,0.116,0.006,0.033,0.373
0.0024682684522556926,0.243,0.118,0.007,0.033,0.38
0.00249860553495777,0.246,0.118,0.01,0.033,0.382
0.00252931548576746,0.249,0.122,0.012,0.033,0.383
0.0025604028875455156,0.253,0.124,0.012,0.033,0.385
0.0025918723794798797,0.254,0.127,0.013,0.033,0.386
0.002623728657777993,0.255,0.13,0.013,0.037,0.387
0.00265597647636761,0.257,0.135,0.014,0.038,0.39
0.002688620647606237,0.257,0.136,0.016,0.04,0.391
0.002721666042999272,0.261,0.142,0.018,0.04,0.395
0.002755117593926987,0.269,0.143,0.02,0.04,0.399
0.0027889802923804397,0.269,0.143,0.02,0.04,0.401
