,Unnamed: 0,size,status,setup_time,solve_time,run_time,obj
258,robust_kalman_filter_N_75_i_18,2325,optimal,0.0,0.014676613966003,0.014676613966003,3710.021715615881
259,robust_kalman_filter_N_75_i_19,2325,optimal,0.0,0.0140840809326618,0.0140840809326618,2921.785913104841
260,robust_kalman_filter_N_125_i_0,3875,optimal,0.0,0.0296855950728058,0.0296855950728058,4610.249863032347
261,robust_kalman_filter_N_125_i_1,3875,optimal,0.0,0.0186433689668774,0.0186433689668774,5218.366912495178
262,robust_kalman_filter_N_125_i_2,3875,optimal,0.0,0.0176911707967519,0.0176911707967519,3762.156501769017
263,robust_kalman_filter_N_125_i_3,3875,optimal,0.0,0.0251558651216328,0.0251558651216328,4684.088670131189
264,robust_kalman_filter_N_125_i_4,3875,optimal,0.0,0.0244188108481466,0.0244188108481466,4409.280474461523
265,robust_kalman_filter_N_125_i_5,3875,optimal,0.0,0.0183519101701676,0.0183519101701676,5764.840393144482
266,robust_kalman_filter_N_125_i_6,3875,optimal,0.0,0.0186881970148533,0.0186881970148533,3371.2730103217123
267,robust_kalman_filter_N_125_i_7,3875,optimal,0.0,0.0274739230517298,0.0274739230517298,4485.75896017794
268,robust_kalman_filter_N_125_i_8,3875,optimal,0.0,0.0176541579421609,0.0176541579421609,4066.2927275720535
269,robust_kalman_filter_N_125_i_9,3875,optimal,0.0,0.0176148831378668,0.0176148831378668,4752.407267715403
270,robust_kalman_filter_N_125_i_10,3875,optimal,0.0,0.0300273960456252,0.0300273960456252,5458.097566849866
271,robust_kalman_filter_N_125_i_11,3875,optimal,0.0,0.0195251759141683,0.0195251759141683,5452.756490111316
272,robust_kalman_filter_N_125_i_12,3875,optimal,0.0,0.0222188539337366,0.0222188539337366,5607.609207008759
273,robust_kalman_filter_N_125_i_13,3875,optimal,0.0,0.016757704084739,0.016757704084739,4602.19117557959
274,robust_kalman_filter_N_125_i_14,3875,optimal,0.0,0.0258938388433307,0.0258938388433307,5002.749729272083
275,robust_kalman_filter_N_125_i_15,3875,optimal,0.0,0.0187005880288779,0.0187005880288779,5330.902393153731
276,robust_kalman_filter_N_125_i_16,3875,optimal,0.0,0.0187519381288439,0.0187519381288439,4090.05445440564
277,robust_kalman_filter_N_125_i_17,3875,optimal,0.0,0.0273124719969928,0.0273124719969928,5958.668357002987
278,robust_kalman_filter_N_125_i_18,3875,optimal,0.0,0.0175414599943906,0.0175414599943906,6237.30512140164
279,robust_kalman_filter_N_125_i_19,3875,optimal,0.0,0.0187540999613702,0.0187540999613702,6406.233451045491
280,robust_kalman_filter_N_175_i_0,5425,optimal,0.0,0.039840460056439,0.039840460056439,6240.554056465174
281,robust_kalman_filter_N_175_i_1,5425,optimal,0.0,0.0302072421181947,0.0302072421181947,7311.063549954716
282,robust_kalman_filter_N_175_i_2,5425,optimal,0.0,0.0423168730922043,0.0423168730922043,6488.000778576196
283,robust_kalman_filter_N_175_i_3,5425,optimal,0.0,0.0254923710599541,0.0254923710599541,7386.595299122762
284,robust_kalman_filter_N_175_i_4,5425,optimal,0.0,0.0400469950400292,0.0400469950400292,7350.354581852439
285,robust_kalman_filter_N_175_i_5,5425,optimal,0.0,0.030102068092674,0.030102068092674,6405.171394103993
286,robust_kalman_filter_N_175_i_6,5425,optimal,0.0,0.0289315988775342,0.0289315988775342,7623.096159877257
287,robust_kalman_filter_N_175_i_7,5425,optimal,0.0,0.0283982451073825,0.0283982451073825,7765.7802795782545
288,robust_kalman_filter_N_175_i_8,5425,optimal,0.0,0.030627918895334,0.030627918895334,8195.908417392797
289,robust_kalman_filter_N_175_i_9,5425,optimal,0.0,0.0307138678617775,0.0307138678617775,7013.463086872081
290,robust_kalman_filter_N_175_i_10,5425,optimal,0.0,0.0260702800005674,0.0260702800005674,7241.574849534826
291,robust_kalman_filter_N_175_i_11,5425,optimal,0.0,0.0447267547715455,0.0447267547715455,7583.203902673365
292,robust_kalman_filter_N_175_i_12,5425,optimal,0.0,0.0319165701512247,0.0319165701512247,5754.325342156997
293,robust_kalman_filter_N_175_i_13,5425,optimal,0.0,0.0395136910956352,0.0395136910956352,5987.189947637765
294,robust_kalman_filter_N_175_i_14,5425,optimal,0.0,0.025662814034149,0.025662814034149,7040.914411559492
295,robust_kalman_filter_N_175_i_15,5425,optimal,0.0,0.0275971910450607,0.0275971910450607,6186.139987787176
296,robust_kalman_filter_N_175_i_16,5425,optimal,0.0,0.0285518809687346,0.0285518809687346,6136.545107104097
297,robust_kalman_filter_N_175_i_17,5425,optimal,0.0,0.030707191908732,0.030707191908732,7406.213090970396
298,robust_kalman_filter_N_175_i_18,5425,optimal,0.0,0.028381701093167,0.028381701093167,8149.917931085385
299,robust_kalman_filter_N_175_i_19,5425,optimal,0.0,0.0300022370647639,0.0300022370647639,6103.372891697291
300,oscillating_masses_N_8_i_0,1344,optimal,0.0,0.0073898071423172,0.0073898071423172,447.2992191856172
301,oscillating_masses_N_8_i_1,1344,optimal,0.0,0.0074008391238749,0.0074008391238749,283.777979603505
